ID;thesis_title;thesis_keywords;student_faculty;student_level;Problématique;interet;Méthode;technologies;description_sujet
486;Tunnel routier de la place de l’indépendance à Nyawera, ville de Bukavu : calcul numérique aux éléments finis de poutre et de coque;tunnel routier, éléments finis, poutres et coques, bukavu;Genie civil;TECH2;"""Quelles sont les méthodes d'excavation et de blindage appropriées pour un tunnel sous le carrefour dense de Nyawera ?""";Maîtriser l excavation en zone urbaine dense;Calcul numérique par éléments finis;Plaxis Tunnel Nyawera;Méthodes de blindage pour un tunnel sous le carrefour saturé de Bukavu
487;Conception, dimensionnement et analyse d’un pont mixte acier-béton sur la rivière Ruzizi dans le Sud-Kivu;pont mixte acier-béton, conception, dimensionnement, ruzizi;Genie civil;TECH2;"""Comment la mixité acier-béton permet-elle de réduire le poids propre du tablier pour un franchissement économique de la Ruzizi ?""";Réduire le poids propre des grands tabliers;Analyse d un pont mixte acier béton;Structure mixte Ruzizi;Optimisation du franchissement pour un tablier plus léger et économique
488;Etude du revêtement en béton bitumineux et l’aménagement d’une chaussée : cas de la route entrée office de route –route Katoyi;béton bitumineux, revêtement routier, aménagement de chaussée;Genie civil;TECH2;"""Comment dimensionner la structure de chaussée en béton bitumineux pour résister au trafic intense sur le tronçon Office de route - Katoyi ?""";Résister au trafic lourd sur l axe Katoyi;Aménagement en béton bitumineux;Route bitumée Goma;Dimensionnement de chaussée pour le tronçon Entrée Office Route Katoyi
489;Analyse dynamique d’un complexe industriel : cas d’une usine de production de béton à Goma;analyse dynamique, complexe industriel, usine de béton;Genie civil;TECH2;"""Comment limiter les effets des vibrations générées par les machines de production sur la structure globale de l'usine à Goma ?""";Protéger les usines contre les vibrations;Analyse dynamique de l usine de béton;Vibrations industrielles Goma;Limiter les effets des machines de production sur la structure globale du bâtiment
490;Etude comparative technico-économique d’un plancher à dalle pleine et d’un plancher à dalle alvéolée : application sur une structure R+3 servant des parkings publics dans la ville de Bukavu;plancher dalle pleine, dalle alvéolée, analyse technico-économique, parkings;Genie civil;TECH2;"""Quel système entre la dalle pleine et la dalle alvéolée présente le meilleur compromis entre coût de réalisation et poids propre de l'ouvrage ?""";Optimiser le poids des parkings publics;Comparaison dalle pleine vs alvéolée;Dalle alvéolée Bukavu;Analyse technico économique pour un parking R+3 avec gains de portée
491;Influence des fines particules du sable concassé sur le dosage en eau du béton;sable concassé, fines particules, dosage en eau, béton;Genie civil;TECH2;"""De quelle manière l'excès de fines dans le sable de concassage modifie-t-il la demande en eau et la résistance à la compression du béton ?""";Maîtriser la demande en eau du béton;Influence des fines du sable concassé;Sable de concassage Labo;Impact de l excès de particules fines sur la résistance finale et la maniabilité
492;Etude d’un mur de soutènement pour la stabilisation du sol de Kiwanja à Mabungo 2 (Kilabu);mur de soutènement, stabilisation des sols, kiwanja;Genie civil;TECH2;"""Comment dimensionner un mur de soutènement en béton armé pour stabiliser durablement les talus instables de Mabungo 2 à Kiwanja ?""";Sécuriser les talus instables de Kiwanja;Stabilisation par mur de soutènement;Mabungo 2 Soutènement;Dimensionnement d ouvrages en BA pour protéger les habitations contre les glissements
493;Etude d’une fondation superficielle dans une zone sismique selon Eurocode8;fondation superficielle, zone sismique, eurocode 8;Genie civil;TECH2;"""Comment les dispositions de l'Eurocode 8 influencent-elles le dimensionnement des semelles superficielles pour éviter le poinçonnement sismique ?""";Appliquer les standards sismiques Eurocode 8;Dimensionnement de fondation superficielle;Eurocode 8 Sismique;Dispositions pour éviter les tassements et ruptures sous sollicitations dynamiques
494;Etude de l’influence des structures en BA nouvellement construites sur une structure en BA préexistante à Goma;interaction structure neuve-existante, béton armé, analyse sismique, goma;Genie civil;TECH2;"""Comment la construction d'un nouveau bâtiment influence-t-elle les tassements différentiels et l'intégrité de l'ouvrage voisin préexistant ?""";Prévenir les pathologies des bâtiments voisins;Étude de l influence du neuf sur l existant;Tassements différentiels Goma;Impact de la construction d une structure neuve sur l intégrité des fondations voisines
495;Conception et dimensionnement d’un couloir sanitaire en bois pour bovins : cas de la ferme de Malehe à Sake;couloir sanitaire, bois, élevage bovin, conception structurale;Genie civil;L3;"""Comment concevoir un couloir sanitaire en bois résistant et ergonomique pour faciliter le traitement vétérinaire des bovins à Malehe ?""";Innover dans le génie civil agricole à Sake;Couloir sanitaire en bois pour bovins;Ferme Malehe Bois;Conception ergonomique et résistante pour faciliter les soins vétérinaires
496;ETUDE ET CONCEPTION D’UN SYSTÈME D’ALIMENTATION POUR VEHICULE ELECTRIQUE;alimentation véhicule électrique, stockage d’énergie, électronique de puissance;Genie civil;L3;"""Comment dimensionner une borne de recharge rapide sécurisée pour assurer l'autonomie des véhicules électriques en milieu urbain ?""";Soutenir l électromobilité à Goma;Système d alimentation pour véhicule électrique;Borne de recharge IoT;Dimensionnement d une infrastructure de recharge rapide et sécurisée
497;CONCEPTION ET REALISATION D’UN FILTRE ANNULATEUR D’ECHO SONORE MIXTE;filtre annulateur d’écho, traitement du signal, audio numérique;Genie civil;TECH2;"""Comment concevoir un circuit électronique capable d'éliminer l'écho acoustique pour améliorer la clarté des communications sonores ?""";Améliorer la clarté des communications;Conception d un filtre annulateur d écho sonore;Traitement du signal Audio;Circuit électronique capable d éliminer l écho acoustique pour les systèmes mixtes
498;CONCEPTION D’UN SYSTÈME DE COMMUNICATION DANS LES INSTITUTIONS VIA LES SOFTPHONES;communication institutionnelle, softphones, voip;Genie civil;TECH2;"""Comment mettre en place un réseau de téléphonie IP via softphones pour optimiser la communication interne au sein d'une institution ?""";Optimiser la communication institutionnelle;Mise en place d un réseau VoIP;Softphones VoIP;Réseau de téléphonie IP pour améliorer la communication interne via softphones
499;CONCEPTION ET DIMENSIONNEMENT D’UNE PASSERELE EN BOIS A BUKAVU : Cas de la place de l’indépendance;passerelle en bois, conception structurale, accessibilité, bukavu;Genie civil;TECH2;"""Comment dimensionner une passerelle piétonne en bois capable de franchir la place de l'Indépendance tout en assurant durabilité et esthétique ?""";Franchir durablement la place de l Indépendance;Conception structurale de passerelle;Bois Bukavu;Dimensionnement d une passerelle en bois capable de franchir la place en assurant l accessibilité
500;Etudes de Types de fondations pour un terrain marécageux;fondations, terrain marécageux, solutions géotechniques;Genie civil;L3;"""Lequel du radier général ou des pieux est le plus adapté pour garantir la stabilité d'un ouvrage construit sur un sol marécageux ?""";Stabiliser les ouvrages en zone marécageuse;Comparaison Radier général vs Pieux;Géotechnique Sols meubles;Choix de la fondation la plus adaptée pour garantir la stabilité sur terrain marécageux
501;Etudes d’un château d’eau cylindrique desservant ;château d’eau, structure cylindrique, stockage hydraulique;Genie civil;L3;"""Comment assurer l'étanchéité et la stabilité du réservoir cylindrique sous la pression hydrostatique et les effets du vent ?""";Assurer l approvisionnement en eau potable;Étude de stabilité et étanchéité;Hydraulique Château d eau;Résistance du réservoir cylindrique aux pressions hydrostatiques et aux effets du vent
502;Etude d’un marché R+2 à ossature métallique : cas du marché Alanine;ossature métallique, marché r+2, conception structurale;Genie civil;L3;"""Comment dimensionner les portiques métalliques d'un bâtiment R+2 pour supporter les charges de foule du marché Alanine ?""";Supporter les charges de foule au marché;Dimensionnement d ossature métallique;Acier Marché Alanine;Conception des portiques métalliques d un bâtiment R+2 pour le marché Alanine
503;Conception et dimensionnement d’un entrepôt à café en bois : cas de la plantation de Lubirizi à Rutsuru;entrepôt à café, structure bois, stockage agricole;Genie civil;L3;"""Comment concevoir un entrepôt en bois ventilé capable de préserver la qualité du café tout en résistant aux surcharges de stockage ?""";Préserver la qualité du café récolté;Conception d entrepôt en bois ventilé;Bois Rutshuru Lubirizi;Hangar ventilé pour le stockage du café résistant aux surcharges et à l humidité
504;Conception et dimensionnement d’un hangar en bois au marché Monument de Bukavu;hangar bois, marché, conception structurale;Genie civil;L3;"""Comment dimensionner une charpente en bois à grande portée pour couvrir les étals du marché Monument sans appuis intermédiaires gênants ?""";Maximiser l espace libre du marché Monument;Charpente en bois de grande portée;Bois Bukavu;Conception d un hangar sans appuis intermédiaires pour couvrir les étals du marché
505;Etude d’un mur de soutènement au quartier Nkafu  dans la ville de Bukavu;mur de soutènement, stabilité, quartier nkafu;Genie civil;L3;"""Comment concevoir un mur de soutènement en maçonnerie de moellons capable de résister à la poussée des terres saturées au quartier Nkafu ?""";Protéger les habitations contre les éboulements;Dimensionnement de mur de soutènement;Moellons Quartier Nkafu;Mur en maçonnerie capable de résister à la poussée des terres saturées à Bukavu
506;Conception et dimensionnement d’une maison R+3 dans les marécages de Luziba au Sud Kivu;maison r+3, marécage, conception structurale;Genie civil;L3;"""Comment adapter le système de fondations pour un bâtiment R+3 construit sur les sols compressibles de Luziba ?""";Construire en hauteur sur des sols compressibles;Adaptation du système de fondations;Marécage Maison R+3;Conception structurale pour un bâtiment R+3 construit sur les sols meubles de Luziba
507;Etudes comparatives de l’influence du sable d’Uvira et celui de Sake dans le confectionnement du béton;sable uvira, sable sake, influence sur béton, analyse comparative;Genie civil;L3;"""Quelles sont les différences de résistance mécanique et de durabilité entre un béton fabriqué avec le sable d'Uvira et celui de Sake ?""";Comparer la durabilité des bétons locaux;Influence des sables d Uvira vs Sake;Analyse mécanique Béton;Différences de résistance et de durabilité selon l origine du sable de confection
508;CONCEPTION ET DIMENSIONNEMENT D’UN PONT EN BETON ARMÉ RELIANT LE CENTRE DE RECHERCHE SCIENTIFIQUE (CRSN-LWIRO) AU VILLAGE CEGERA;pont béton armé, dimensionnement, liaison crsn-lwiro;Genie civil;L3;"""Comment concevoir un ouvrage d'art robuste capable de supporter le trafic lourd desservant le centre de recherche de Lwiro ?""";Désenclaver le centre de recherche CRSN;Dimensionnement de pont en béton armé;Liaison CRSN Lwiro;Ouvrage d art robuste capable de supporter le trafic lourd vers le village Cegera
509;ETUDE GEOTECHNIQUE DU SOL DE KIZIBA EN VUE DE SON UTILISATION COMME MATERIAU DE REMBLAI ROUTIER;géotechnique, matériau de remblai, sol de kiziba;Genie civil;L3;"""Quelles sont les caractéristiques de compactage et de portance du sol de Kiziba pour son intégration dans un corps de chaussée ?""";Valoriser les matériaux de Kiziba en voirie;Étude géotechnique de portance;Remblai routier Kiziba;Intégration du sol de Kiziba comme matériau de remblai dans un corps de chaussée
510;Conception et dimensionnement d’une maison en bois R+2;maison bois r+2, conception durable;Genie civil;L3;"""Comment dimensionner une ossature bois R+2 pour garantir la stabilité et la résistance aux charges d exploitation ?""";Promouvoir l habitat durable à étages;Conception d ossature bois R+2;Bois Durable;Garantir la stabilité et la résistance aux charges d exploitation pour une maison en bois
511;Conception et dimensionnement d’une chaussée en basalte;chaussée en basalte, dimensionnement routier;Genie civil;L3;"""Comment évaluer la réponse dynamique d'un bâtiment R+5 avec sous-sol face aux accélérations sismiques dans le quartier Nyatende à Bukavu ?""";Évaluer la résilience face aux séismes;Analyse de réponse dynamique R+5;Basalte Bukavu;Comportement d un bâtiment avec sous sol face aux accélérations sismiques régionales
512;Conception et dimensionnement d’une passerelle métallique sur la RN2 au niveau du marché Alanine;passerelle métallique, rn2, dimensionnement;Genie civil;L3;"""Comment dimensionner une passerelle métallique sur la RN2 au niveau du marché Alanine pour garantir la sécurité des piétons ?""";Sécuriser la traversée des piétons sur la RN2;Dimensionnement de passerelle métallique;Acier Marché Alanine;Conception d une structure métallique légère et rigide pour la sécurité au niveau du marché
513;Etudes d’un bâtiment R+2 pour bureaux de la division de l’ITPR de Goma;bâtiment administratif r+2, conception structurale;Genie civil;L3;"""Comment concevoir la structure d'un bâtiment R+2 destiné aux bureaux de la division de l'ITPR de Goma ?""";Concevoir l administration de l ITPR Goma;Étude structurale de bâtiment R+2;Béton armé Bureaux;Structure destinée à accueillir les bureaux de la division de l ITPR à Goma
514;Conception et dimensionnement d’un système d’évacuation d’eaux de l’avenue Pinga/Katoyi à Goma;réseau d’évacuation, eaux pluviales, assainissement urbain;Genie civil;L3;"""Comment dimensionner un système de collecte et d'évacuation des eaux pluviales pour l'avenue Pinga/Katoyi à Goma ?""";Assainir l axe Pinga Katoyi à Goma;Dimensionnement du réseau d évacuation;Eaux pluviales Goma;Collecte et évacuation des eaux pluviales pour prévenir les inondations sur l avenue Katoyi
515;Etudes du drainage d’eau stagnantes à Ngangi;drainage urbain, eaux stagnantes, ngangi;Genie civil;L3;"""Quelles solutions techniques adopter pour le drainage efficace des eaux stagnantes dans le quartier Ngangi ?""";Drainer les eaux stagnantes de Ngangi;Solutions techniques de drainage urbain;Eaux stagnantes Goma;Assurer la salubrité du quartier par un système efficace d évacuation des eaux stagnantes
516;Conception et dimensionnement d’un immeuble R+3 en béton armé à Uvira;immeuble r+3, béton armé, conception structurale;Genie civil;L3;"""Comment dimensionner la structure en béton armé d'un immeuble R+3 à Uvira pour garantir sa stabilité durable ?""";Garantir la stabilité durable à Uvira;Conception structurale d immeuble R+3;Béton armé Uvira;Dimensionnement d une ossature en béton armé adaptée au contexte géotechnique d Uvira
517;Conception et dimensionnement d’un entrepôt avec les murs coupe-feu à toiture métallique;entrepôt, murs coupe-feu, toiture métallique;Genie civil;L3;"""Comment assurer la sécurité incendie d'un entrepôt à toiture métallique par la mise en place de murs coupe-feu ?""";Sécuriser les entrepôts contre l incendie;Mise en place de murs coupe feu;Murs coupe feu Acier;Intégration de barrières coupe feu pour protéger les stocks sous charpente métallique
518;Conception et dimensionnement d’une charpente en BLC pour le marché Alanine à Goma;charpente bois lamellé-collé, marché, dimensionnement;Genie civil;L3;"""Comment dimensionner une charpente en bois lamellé-collé (BLC) pour couvrir les grandes portées du marché Alanine ?""";Couvrir les grandes portées d Alanine;Charpente en bois lamellé collé (BLC);Bois lamellé collé Alanine;Utilisation de la technologie BLC pour franchir de larges espaces commerciaux sans appuis
519;Etudes d’un bâtiment avec isolation acoustique pour une bibliothèque au campus Moise/ULPGL;isolation acoustique, bibliothèque, confort sonore;Genie civil;L3;"""Comment intégrer une isolation acoustique performante dans la structure d'une bibliothèque au campus Moise de l'ULPGL ?""";Optimiser le confort sonore à l ULPGL;Étude d isolation acoustique performante;Isolation acoustique ULPGL;Intégration de matériaux absorbants dans la structure pour le calme de la bibliothèque
520;Conception et dimensionnement d’un pont sur la rivière Mbizi à Nyabiondo;pont, rivière mbizi, dimensionnement;Genie civil;L3;"""Comment dimensionner les appuis d'un pont sur la rivière Mbizi à Nyabiondo pour résister aux sollicitations hydrauliques ?""";Résister aux crues de la rivière Mbizi;Dimensionnement des appuis de pont;Pont Nyabiondo;Conception de piles et culées capables de résister aux fortes sollicitations à Nyabiondo
521;Conception et Dimensionnement d’un gradin métallique du stade de basket de la paroisse Notre Dame d’Afrique;gradin métallique, stade de basket, conception structurale;Genie civil;L3;"""Comment dimensionner un gradin métallique pour le stade de basket de la paroisse Notre Dame d'Afrique ?""";Aménager le stade Notre Dame d Afrique;Conception de gradin métallique;Gradin métallique Goma;Calcul de stabilité pour des gradins métalliques accueillant du public en toute sécurité
522;Etudes comparatives de la méthode de pates en excès et celle de dreux-gorisse dans la formulation d’un béton auto plaçant;béton autoplaçant, méthode dreux-gorisse, formulation;Genie civil;L3;"""Quelle méthode de formulation entre les pâtes en excès et Dreux-Gorisse optimise le mieux la fluidité et la stabilité d'un béton autoplaçant ?""";Innover dans le béton autoplaçant;Comparaison des méthodes de formulation;Dreux Gorisse BAP;Optimisation de la fluidité et de la stabilité du béton pour des coulage complexes
523;Etudes comparative d’une passerelle métallique et en bois à la bifurcation RN2-route vers la RVA;passerelle métallique, passerelle bois, comparaison;Genie civil;L3;"""Le bois ou l'acier offre-t-il le meilleur compromis entre durabilité et coût pour une passerelle piétonne à l'intersection RN2-RVA ?";Sécuriser la bifurcation RN2 route RVA;Comparaison passerelle Métal vs Bois;Acier vs Bois Goma;Choix du matériau optimal pour une passerelle piétonne au croisement stratégique de Goma
524;Etudes d’un collecteur des EP et EU dans le quartier marécageux de Luziba à Bukavu;collecteur ep-eu, assainissement urbain, luziba;Genie civil;L3;"""Comment assurer l'étanchéité et la pente d'un collecteur d'eaux usées et pluviales dans le sol marécageux à faible portance de Luziba ?""";Assainir les zones marécageuses de Luziba;Étude d étanchéité et de pente;Sols marécageux Bukavu;Maîtrise du collecteur EP et EU sur des sols à très faible portance à Luziba
525;Conception et dimensionnement d’une microcentrale hydroélectrique sur la rivière Kabindi dans le territoire de Kabare;microcentrale hydroélectrique, énergie renouvelable, kabindi;Genie civil;L3;"""Comment optimiser le génie civil de la chambre de mise en charge pour maximiser la hauteur de chute et le rendement sur la Kabindi ?""";Électrifier le territoire de Kabare;Optimisation de la chambre de mise en charge;Hydroélectricité Kabare;Amélioration du rendement de la microcentrale Kabindi par le génie civil
526;Dimensionnement d’une structure en béton armé d’un bâtiment R+6 dans la zone sismique de Goma;structure béton armé, r+6, zone sismique, goma;Genie civil;L3;"""Comment dimensionner un système de contreventement par voiles capable de résister aux accélérations sismiques majeures pour un R+6 à Goma ?""";Sécuriser les hauteurs de Goma;Dimensionnement par voiles porteurs;Béton armé Goma;Système de contreventement pour un immeuble R+6 résistant aux secousses sismiques majeures
527;Conception et dimensionnement d’une couverture en bois sur un hagard d’arrêt bus;couverture bois, arrêt bus, conception;Genie civil;L3;"""Comment dimensionner une charpente bois en porte-à-faux pour assurer la protection des usagers tout en résistant aux pressions du vent ?""";Protéger les usagers des transports;Conception de couverture en porte à faux;Charpente bois Goma;Structure légère en bois pour arrêt de bus résistant aux pressions et dépressions du vent
528;Conception et dimensionnement d’une charpente métallique dans la ville de Goma : cas du marché Virunga;charpente métallique, marché virunga, goma;Genie civil;L3;"""Comment assurer la stabilité au vent et la rigidité d'une charpente métallique à grande portée pour couvrir les halles du marché Virunga ?""";Couvrir le marché Virunga;Analyse de stabilité à grande portée;Charpente métallique Goma;Conception d une charpente rigide pour les halles du marché face aux sollicitations climatiques
529;ETUDES DE PERFORMANCES D’UN RESEAU CELLULAIRE DE CIQUIEME GERATION (5G);réseau cellulaire 5g, performances réseau, télécommunications;Genie civil;L3;"""Quelles sont les contraintes de charge dynamique imposées aux pylônes par l'installation des équipements massifs de la technologie 5G ?""";Déployer la technologie 5G;Étude des performances et contraintes;5G Télécommunications;Analyse des charges dynamiques imposées aux pylônes par l installation des équipements 5G
530;Etude et réalisation d’un hôtel gouvernemental en BA en structure inclinée dans une région sismique;bâtiment incliné, béton armé, zone sismique;Genie civil;TECH2;"""Comment assurer l'équilibre d'une structure inclinée en béton armé sous sollicitations sismiques sans créer de moments de torsion excessifs ?""";Innover par l architecture inclinée;Équilibre sous sollicitations sismiques;Béton armé Séisme;Analyse structurale d un hôtel gouvernemental incliné sans risque de torsion excessive
531;Etude de la variation de la résistance en compression du béton suite à la variation unimodale quantitative de ses composantes primaires;résistance du béton, variation des composants, compression;Genie civil;TECH2;"""Comment la variation précise du dosage en granulats influence-t-elle la courbe de résistance à la compression du béton de chantier ?""";Maîtriser la résistance du béton;Analyse unimodale des composantes;Granulats Compression;Influence du dosage précis des matériaux sur la courbe de résistance finale du béton
532;Analyse structurale d’un dôme sphérique d’un terrain de jeu : cas du stade de Kadutu à Bukavu;dôme sphérique, analyse structurale, stade;Genie civil;TECH2;"""Comment évaluer les efforts de membrane et les risques d'instabilité par flambement dans le dôme sphérique couvrant le stade de Kadutu ?""";Franchir de grands espaces sportifs;Analyse des efforts de membrane;Dôme Flambement;Évaluation de la stabilité d un dôme sphérique couvrant un terrain de jeu face au flambement
533;Etude des glissements des terrains en vue de la stabilisation d’un talus sur la RN2 à Bukavu : cas du glissement lycéeWima-Economat;glissement de terrain, stabilisation de talus, rn2;Genie civil;TECH2;"""Quels dispositifs de soutènement (gabions ou murs ancrés) sont les plus adaptés pour stabiliser durablement le talus instable du Lycée Wima ?""";Stabiliser le versant du Lycée Wima;Dispositifs de soutènement (Gabions/Ancrages);RN2 Bukavu;Protection de la route nationale par la stabilisation durable d un talus instable à Bukavu
534;Etude d’une plaque à appui semi-immergé et servant de support d’une centrale de confection du béton dans le lac Kivu;plaque semi-immergée, centrale à béton, lac kivu;Genie civil;TECH2;"""Comment dimensionner une plateforme supportant une centrale à béton face aux poussées hydrostatiques et à la corrosion saline du Lac Kivu ?""";Supporter une centrale sur le lac;Analyse des poussées hydrostatiques;Centrale à béton Lac Kivu;Dimensionnement d une plaque semi immergée résistante à la corrosion pour support industriel
535;Etude et réhabilitation d’un stade de football de Nyakavogo à Bukavu;réhabilitation de stade, analyse structurale;Genie civil;TECH2;"""Quelles techniques de renforcement structural privilégier pour réhabiliter les gradins existants et assurer la sécurité du public à Nyakavogo ?""";Réhabiliter le stade Nyakavogo;Techniques de renforcement structural;Stade Bukavu;Réfection des gradins et de l ossature pour garantir la sécurité du public sportif à Bukavu
536;Etude structurale d’une coque sphérique appliquée à une salle de spectacle;coque sphérique, salle de spectacle, analyse structurale;Genie civil;TECH2;"""Comment dimensionner une coque sphérique mince pour franchir de grands espaces libres tout en garantissant la stabilité de forme ?""";Concevoir des salles de spectacle;Analyse structurale de coque mince;Coque sphérique Béton;Dimensionnement d une couverture mince pour libérer l espace intérieur de tout appui
537;Etude et analyse structurale d’une coque suivant de la couverture d’un nouveau musée à Goma;coque architecturale, musée, analyse structurale;Genie civil;TECH2;"""Comment modéliser le comportement de la coque de couverture du musée de Goma sous l'effet combiné du poids propre et des charges climatiques ?""";Valoriser le patrimoine à Goma;Modélisation de coque architecturale;Musée Goma;Étude du comportement structural de la toiture du musée sous charges permanentes et climatiques
538;Etude technico-économique d’une école des métiers R+2 à Idjwi;école des métiers, étude technico-économique, r+2;Genie civil;TECH2;"""Comment optimiser le coût de construction d'une école R+2 à Idjwi en utilisant des matériaux locaux pour pallier les contraintes de transport ?""";Développer les infrastructures à Idjwi;Analyse technico économique locale;Matériaux locaux Idjwi;Optimisation du coût d une école R+2 en palliant les contraintes d approvisionnement
539;Etude dynamique d’un bâtiment (RDC+5étages+E-Sol) dans une zone sismique : cas de la ville de Bakavu, quartier Nyatende;analyse dynamique, bâtiment élevé, zone sismique;Genie civil;TECH2;"""Comment évaluer la réponse dynamique d'une structure R+5 avec sous-sol face aux accélérations sismiques dans le quartier Nyatende à Bukavu ?""";Étudier la dynamique des sols à Bukavu;Réponse dynamique avec sous sol;Nyatende Bukavu;Analyse d un bâtiment R+5 face aux accélérations sismiques dans le quartier Nyatende
540;Etude statique et dynamique d’un pont à haubans soumis à des contraintes naturelles et artificielles : Projet de réalisation entre Goma et Minova;pont à haubans, analyse statique et dynamique;Genie civil;TECH2;"""Comment modéliser le comportement statique et dynamique d'un pont à haubans soumis à des contraintes environnementales entre Goma et Minova ?""";Relier Goma et Minova par les airs;Étude statique et dynamique complexe;Pont à haubans Modélisation;Analyse du comportement structural d un pont à haubans sous contraintes environnementales
541;Renforcement de sol par colonne ballastée recevant un motel R+3, cas du village MUMOSHO au Sud-Kivu;colonnes ballastées, renforcement de sol, motel r+3;Genie civil;TECH2;"""Comment l'installation de colonnes ballastées permet-elle de stabiliser l'assise d'un motel R+3 sur les sols compressibles de Mumosho ?""";Stabiliser l assise du motel à Mumosho;Renforcement par colonnes ballastées;Sols compressibles R+3;Amélioration de la portance du sol pour une structure R+3 en zone de faible compacité
542;Etude structurale d’un stade moderne de basket-ball de 10000 places : application à l’ULPGL-Goma, Campus Salomon;stade de basket, structure béton armé, analyse structurale;Genie civil;TECH2;"""Comment dimensionner la structure en béton armé d'un stade de basket de 10 000 places pour garantir la sécurité des spectateurs au Campus Salomon ?""";Accueillir 10000 fans à l ULPGL;Dimensionnement de stade de basket;Béton armé Goma;Conception d une structure de grande envergure garantissant la sécurité et le confort
543;Etude et analyse structurale R+6 à usage publique contreventée par un système mixte (voiles portique) : cas de la prision centrale de Goma;structure mixte, voiles-portiques, bâtiment public;Genie civil;TECH2;"""Comment optimiser l'interaction entre les voiles et les portiques pour assurer la stabilité d'un bâtiment R+6 à usage public à Goma ?""";Sécuriser la prison centrale de Goma;Optimisation du système voiles portiques;Structure mixte R+6;Analyse de la stabilité d un bâtiment public de grande hauteur face aux charges latérales
544;Etude de comportement dynamique d’une structure en BA préfabriquée : cas de l’atelier mécanique machine-outil de l’ITFM/Bukavu;structure préfabriquée, comportement dynamique, atelier mécanique;Genie civil;TECH2;"""Comment le rapport de rigidité entre voiles et portiques influence-t-il la distribution des efforts tranchants sous l'effet du vent ?""";Industrialiser la construction à Bukavu;Analyse dynamique de préfabriqué;Atelier ITFM Vibrations;Étude de la réaction des assemblages boulonnés aux sollicitations cycliques et vibratoires
545;Etude structurale de la couverture en coque appliquée à un aérogare;coque de couverture, aérogare, analyse structurale;Genie civil;TECH2;"""Comment les assemblages boulonnés des éléments préfabriqués réagissent-ils aux sollicitations cycliques et vibratoires ?""";Couvrir les passagers de l aérogare;Étude structurale de coque mince;Coque de couverture Aérogare;Analyse de la résistance d une couverture en coque alliant esthétique et grande portée
546;Réhabilitation d’ouvrages en BA du diagnostic au confortement;réhabilitation béton armé, diagnostic, confortement;Genie civil;TECH2;"""Quels sont les protocoles de diagnostic non-destructifs prioritaires pour évaluer la sécurité d'un ouvrage dégradé avant son renforcement ?""";Sauver les ouvrages dégradés;Protocoles de diagnostic et confortement;Béton armé Réhabilitation;Évaluation par essais non destructifs et techniques de renforcement des structures en BA
547;Etude de l’impact d’un projet d’aménagement souterrain sur les structures préexistantes en milieu sismique : cas de la ville de Goma;aménagement souterrain, interaction structurelle, zone sismique;Genie civil;TECH2;"""Comment le creusement de tunnels en zone urbaine modifie-t-il les tassements différentiels des fondations des immeubles voisins ?""";Creuser sous la ville de Goma;Étude de l interaction sol structure;Tunnels souterrains Séisme;Évaluation des risques de dommages sur le bâti existant lors de travaux souterrains
548;Etude structurale d’un pont de 21m de portée sur la rivière KIHIRA à Sake;pont béton armé, portée 21m, rivière kihira;Genie civil;TECH2;"""Comment dimensionner les poutres principales du pont Kihira pour supporter les surcharges routières tout en évitant la résonance ?""";Franchir la rivière Kihira à Sake;Dimensionnement de pont (portée 21m);Béton armé Surcharges;Calcul des poutres principales pour supporter le trafic routier intense vers Sake
549;Conception et dimensionnement d’un stade de football en ville de Butembo;stade de football, conception structurale;Genie civil;TECH2;"""Comment organiser l'évacuation des eaux pluviales et assurer la stabilité des tribunes pour le stade municipal de Butembo ?""";Aménager le stade de Butembo;Conception des tribunes et drainage;Football Butembo;Stabilité structurale des gradins et gestion des eaux pluviales pour le stade municipal
550;Conception et dimensionnement d’une passerelle en bois avec rampe pour handicapés à l’office de routes;passerelle bois, accessibilité handicapés, conception;Genie civil;TECH2;"""Comment dimensionner une rampe bois PMR respectant les normes de pente maximale tout en assurant la rigidité de la structure ?""";Inclure les personnes à mobilité réduite;Conception de passerelle avec rampe PMR;Bois Accessibilité;Structure en bois respectant les normes d inclinaison pour l accessibilité universelle
551;Etude comparative techno-économique d’un plancher à dalle mixte acier-béton et d’un plancher à dalle mixte bois-béton : application à une structure R+3 à usage commercial dans la ville de Goma;plancher mixte acier-béton, bois-béton, analyse comparative;Genie civil;TECH2;"""Lequel du système bois-béton ou acier-béton offre le meilleur gain de poids et de coût pour la construction d'un bâtiment R+3 ?""";Alléger les structures de bâtiment R+3;Comparaison plancher mixte Acier vs Bois;Analyse technico économique;Détermination du meilleur système dalle mixte pour optimiser le poids et le budget
552;Etude des propriétés mécaniques d’un béton substitué en pourcentage du liant : cas du béton bio-sourcé à base de cendre d’écorce de riz;béton biosourcé, cendre de riz, propriétés mécaniques;Genie civil;TECH2;"""Comment l'incorporation de cendres d'écorce de riz comme liant hydraulique influence-t-elle la résistance finale du béton bio-sourcé ?""";Produire du béton bio sourcé;Substitution par cendre d écorce de riz;Béton biosourcé Labo;Impact de l utilisation de déchets agricoles comme liant sur les propriétés mécaniques
